0.3434,1.0999
1.3434,1.0963
2.3434,1.1001
3.3434,1.0087
4.3434,1.0215
5.3434,1.0443
6.3434,1.0557
7.3434,1.0483
8.3434,1.0646
9.3434,1.0523
10.343,1.0812
11.343,1.073
12.343,1.0589
13.343,1.0177
14.343,1.0646
15.343,1.0946
16.343,1.1003
17.343,1.0743
18.343,1.0208
19.343,1.088
20.343,1.0149
21.343,1.0763
22.343,1.0068
23.343,1.067
24.343,1.008
25.343,1.094
26.343,1.0192
27.343,1.0108
28.343,1.0325
29.343,1.0692
30.343,1.0224
31.343,1.0995
32.343,1.006
33.343,1.0512
34.343,1.0661
35.343,1.0425
36.343,1.0077
37.343,1.065
38.343,1.0235
39.343,1.065
40.343,1.0415
41.343,1.0816
42.343,1.0899
43.343,1.08
44.343,1.0722
45.343,1.0441
46.343,1.0664
47.343,1.0098
48.343,1.0401
49.343,1.0458
50.343,1.0427
51.343,1.0294
52.343,1.0251
53.343,1.0758
54.343,1.0899
55.343,1.0792
56.343,1.0056
57.343,1.0574
58.343,1.0608
59.343,1.0266
60.343,1.0418
61.343,1.0827
62.343,1.0322
63.343,1.051
64.343,1.0801
65.343,1.047
66.343,1.0853
67.343,1.0697
68.343,1.0107
69.343,1.1001
70.343,1.0586
71.343,1.0228
72.343,1.0116
73.343,1.0083
74.343,1.0046
75.343,1.0354
76.343,1.0577
77.343,1.0866
78.343,1.0647
79.343,1.062
80.343,1.0231
81.343,1.0274
82.343,1.0672
83.343,1.0349
84.343,1.0543
85.343,1.0145
86.343,1.0473
87.343,1.1013
88.343,1.0419
89.343,1.0082
90.343,1.0313
91.343,1.0572
92.343,1.076
93.343,1.0338
94.343,1.0514
95.343,1.0649
96.343,1.0773
97.343,1.0714
98.343,1.0157
99.343,1.0927
100.34,1.0399
101.34,1.055
102.34,1.1009
103.34,1.0978
104.34,1.0838
105.34,1.0444
106.34,1.0838
107.34,1.0464
108.34,1.04
109.34,1.0727
110.34,1.0259
111.34,1.0196
112.34,1.0258
113.34,1.0304
114.34,1.0061
115.34,1.0571
116.34,1.0962
117.34,1.0808
118.34,1.0261
119.34,1.0716
120.34,1.0035
121.34,1.0789
122.34,1.0352
123.34,1.0342
124.34,1.0785
125.34,1.0404
126.34,1.0239
127.34,1.0583
128.34,1.0241
129.34,1.0183
130.34,1.042
131.34,1.004
132.34,1.0443
133.34,1.0023
134.34,1.0065
135.34,1.0209
136.34,1.0221
137.34,1.062
138.34,1.0252
139.34,1.0587
140.34,1.0571
141.34,1.0358
142.34,1.101
143.34,1.0168
144.34,1.0871
145.34,1.0807
146.34,1.0544
147.34,1.0039
148.34,1.0283
149.34,1.1019
150.34,1.0731
151.34,1.0238
152.34,1.0662
153.34,1.0141
154.34,1.0577
155.34,1.0808
156.34,1.0435
157.34,1.0104
158.34,1.0607
159.34,1.0659
160.34,1.0145
161.34,1.0885
162.34,1.0508
163.34,1.0296
164.34,1.0331
165.34,1.0687
166.34,1.052
167.34,1.0464
168.34,1.0346
169.34,1.0586
170.34,1.0035
171.34,1.0573
172.34,1.0956
173.34,1.0502
174.34,1.0348
175.34,1.0823
176.34,1.0163
177.34,1.0099
178.34,1.0465
179.34,1.0486
180.34,1.0757
181.34,1.0719
182.34,1.0553
183.34,1.0226
184.34,1.0177
185.34,1.0422
186.34,1.0458
187.34,1.0995
188.34,1.0947
189.34,1.0328
190.34,1.0883
191.34,1.058
192.34,1.0564
193.34,1.0862
194.34,1.0808
195.34,1.0556
196.34,1.0022
197.34,1.039
198.34,1.0456
199.34,1.0653
200.34,1.0167
201.34,1.0585
202.34,1.0423
203.34,1.0074
204.34,1.0156
205.34,1.0411
206.34,1.0478
207.34,1.0352
208.34,1.0877
209.34,1.0627
210.34,1.0217
211.34,1.0164
212.34,1.0787
213.34,1.0673
214.34,1.0362
215.34,1.0077
216.34,1.044
217.34,1.0481
218.34,1.0556
219.34,1.0848
220.34,1.1018
221.34,1.0402
222.34,1.021
223.34,1.1012
224.34,1.07
225.34,1.0955
226.34,1.0656
227.34,1.0669
228.34,1.0403
229.34,1.0048
230.34,1.0613
231.34,1.0751
232.34,1.0673
233.34,1.0082
234.34,1.0173
235.34,1.0776
236.34,1.0516
237.34,1.0404
238.34,1.0308
239.34,1.0206
240.34,1.0967
241.34,1.0418
242.34,1.0159
243.34,1.0561
244.34,1.0051
245.34,1.0568
246.34,1.0417
247.34,1.0781
248.34,1.0183
249.34,1.0488
250.34,1.0614
251.34,1.0105
252.34,1.0517
253.34,1.0797
254.34,1.0154
255.34,1.072
256.34,1.0851
257.34,1.0533
258.34,1.0025
259.34,1.0377
260.34,1.0993
261.34,1.0165
262.34,1.0795
263.34,1.0381
264.34,1.0302
265.34,1.0563
266.34,1.0427
267.34,1.094
268.34,1.0377
269.34,1.0133
270.34,1.0275
271.34,1.0176
272.34,1.0833
273.34,1.065
274.34,1.0679
275.34,1.0684
276.34,1.0567
277.34,1.0306
278.34,1.0117
279.34,1.0851
280.34,1.0335
281.34,1.0619
282.34,1.0489
283.34,1.0678
284.34,1.0281
285.34,1.0305
286.34,1.0711
287.34,1.0993
288.34,1.0303
289.34,1.0874
290.34,1.0921
291.34,1.0858
292.34,1.0772
293.34,1.0279
294.34,1.0967
295.34,1.0867
296.34,1.0862
297.34,1.0797
298.34,1.0494
299.34,1.0871
300.34,1.0949
301.34,1.0044
302.34,1.0749
303.34,1.0486
304.34,1.0611
305.34,1.1004
306.34,1.0867
307.34,1.0997
308.34,1.0365
309.34,1.0297
310.34,1.0336
311.34,1.0356
312.34,1.0568
313.34,1.0305
314.34,1.0936
315.34,1.0691
316.34,1.0805
317.34,1.0203
318.34,1.0161
319.34,1.0076
320.34,1.0638
321.34,1.061
322.34,1.0395
323.34,1.0043
324.34,1.0179
325.34,1.0527
326.34,1.0807
327.34,1.0782
328.34,1.0954
329.34,1.0815
330.34,1.0474
331.34,1.0364
332.34,1.0153
333.34,1.0581
334.34,1.0228
335.34,1.0138
336.34,1.0788
337.34,1.0477
338.34,1.0746
339.34,1.0127
340.34,1.0459
341.34,1.0577
342.34,1.0876
343.34,1.0932
344.34,1.0371
345.34,1.0392
346.34,1.0122
347.34,1.0678
348.34,1.0239
349.34,1.0886
350.34,1.0413
351.34,1.0474
352.34,1.0202
353.34,1.0087
354.34,1.0805
355.34,1.0822
356.34,1.0483
357.34,1.0872
358.34,1.0646
359.34,1.02
360.34,1.005
361.34,1.015
362.34,1.0336
363.34,1.0752
364.34,1.0793
365.34,1.0169
366.34,1.0816
367.34,1.0185
368.34,1.0737
369.34,1.0099
370.34,1.0414
371.34,1.0836
372.34,1.055
373.34,1.0967
374.34,1.0337
375.34,1.0598
376.34,1.021
377.34,1.0412
378.34,1.1019
379.34,1.0364
380.34,1.0929
381.34,1.0718
382.34,1.005
383.34,1.0501
384.34,1.0697
385.34,1.0422
386.34,1.0174
387.34,1.0581
388.34,1.0969
389.34,1.0979
390.34,1.101
391.34,1.0856
392.34,1.0674
393.34,1.0889
394.34,1.0884
395.34,1.0782
396.34,1.0185
397.34,1.0099
398.34,1.0529
399.34,1.0113
400.34,1.0458
401.34,1.0332
402.34,1.0399
403.34,1.1016
404.34,1.0889
405.34,1.0968
406.34,1.0274
407.34,1.0068
408.34,1.0852
409.34,1.0709
410.34,1.0616
411.34,1.0235
412.34,1.0555
413.34,1.0076
414.34,1.0451
415.34,1.0211
416.34,1.0348
417.34,1.0958
418.34,1.0867
419.34,1.0277
420.34,1.0397
421.34,1.0754
422.34,1.0802
423.34,1.0032
424.34,1.0242
425.34,1.0087
426.34,1.0726
427.34,1.0896
428.34,1.0297
429.34,1.0713
430.34,1.0159
431.34,1.0395
432.34,1.0856
433.34,1.0716
434.34,1.0715
435.34,1.0873
436.34,1.0315
437.34,1.0671
438.34,1.0319
439.34,1.0965
440.34,1.0801
441.34,1.0845
442.34,1.0756
443.34,1.0814
444.34,1.0425
445.34,1.0151
446.34,1.018
447.34,1.0837
448.34,1.0051
449.34,1.0564
450.34,1.0843
451.34,1.0968
452.34,1.048
453.34,1.009
454.34,1.0542
455.34,1.0216
456.34,1.0319
457.34,1.0996
458.34,1.0185
459.34,1.0797
460.34,1.0361
461.34,1.0494
462.34,1.012
463.34,1.008
464.34,1.0882
465.34,1.0091
466.34,1.0903
467.34,1.0414
468.34,1.046
469.34,1.0371
470.34,1.0052
471.34,1.0746
472.34,1.0373
473.34,1.0661
474.34,1.0792
475.34,1.0697
476.34,1.0506
477.34,1.0832
478.34,1.0096
479.34,1.0048
480.34,1.0454
481.34,1.0163
482.34,1.0828
483.34,1.0022
484.34,1.0116
485.34,1.0442
486.34,1.0255
487.34,1.0976
488.34,1.0391
489.34,1.0511
490.34,1.0288
491.34,1.0596
492.34,1.054
493.34,1.0999
494.34,1.0681
495.34,1.0866
496.34,1.0107
497.34,1.0443
498.34,1.0061
499.34,1.0622
500.34,1.0751
501.34,1.0703
502.34,1.0081
503.34,1.0697
504.34,1.0327
505.34,1.0368
506.34,1.0746
507.34,1.0127
508.34,1.0272
509.34,1.0459
510.34,1.0607
511.34,1.0327
512.34,1.0455
513.34,1.033
514.34,1.0936
515.34,1.0678
516.34,1.0197
517.34,1.0665
518.34,1.0055
519.34,1.0803
520.34,1.0022
521.34,1.0405
522.34,1.0692
523.34,1.0059
524.34,1.0455
525.34,1.0194
526.34,1.0603
527.34,1.0211
528.34,1.0404
529.34,1.0902
530.34,1.0022
531.34,1.07
532.34,1.0303
533.34,1.0841
534.34,1.0314
535.34,1.041
536.34,1.0971
537.34,1.0855
538.34,1.091
539.34,1.0953
540.34,1.0149
541.34,1.0368
542.34,1.0734
543.34,1.0645
544.34,1.0854
545.34,1.0241
546.34,1.0339
547.34,1.0239
548.34,1.0048
549.34,1.07
550.34,1.0306
551.34,1.0051
552.34,1.0304
553.34,1.0133
554.34,1.0092
555.34,1.0601
556.34,1.0031
557.34,1.0864
558.34,1.0086
559.34,1.0504
560.34,1.0182
561.34,1.0442
562.34,1.0883
563.34,1.0676
564.34,1.0982
565.34,1.0416
566.34,1.0432
567.34,1.0799
568.34,1.0922
569.34,1.0689
570.34,1.0191
571.34,1.034
572.34,1.0291
573.34,1.0251
574.34,1.0722
575.34,1.0329
576.34,1.0994
577.34,1.0882
578.34,1.064
579.34,1.0899
580.34,1.0327
581.34,1.0646
582.34,1.0654
583.34,1.0321
584.34,1.0603
585.34,1.0128
586.34,1.0818
587.34,1.0895
588.34,1.0668
589.34,1.0075
590.34,1.0959
591.34,1.0078
592.34,1.0269
593.34,1.0395
594.34,1.0434
595.34,1.0185
596.34,1.0962
597.34,1.0148
598.34,1.0775
599.34,1.066
